"ID"	"EGLM_7b_t00_comp_Completion"	"EGLM_7b_t00_comp_Antecedens"	"EGLM_7b_t02_comp_Completion"	"EGLM_7b_t02_comp_Antecedens"	"EGLM_7b_t05_comp_Completion"	"EGLM_7b_t05_comp_Antecedens"	"EMG_70b_t00_comp_Completion"	"EMG_70b_t00_comp_Antecedens"	"EMG_70b_t05_comp_Completion"	"EMG_70b_t05_comp_Antecedens"	"GPT4_t05_comp_Completion"	"GPT4_t05_comp_Antecedens"	"SKLM_7b_t00_comp_Completion"	"SKLM_7b_t00_comp_Antecedens"	"SKLM_7b_t02_comp_Completion"	"SKLM_7b_t02_comp_Antecedens"	"SKLM_7b_t05_comp_Completion"	"SKLM_7b_t05_comp_Antecedens"
"2664"	"ID_102664"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell unterwegs."	"Autofahrer"	"Er war zu schnell unterwegs."	"Autofahrer"	"Er war betrunken."	"Autofahrer"	"zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2665"	"ID_102665"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit seinem Fahrstil unvorsichtig."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war vorsätzlich schnell gefahren."	"Autofahrer"
"2666"	"ID_102666"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit dem Fahrerflor beschmutzt."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"
"2667"	"ID_102667"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war sehr unhöflich."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war sehr nervös und hat sich verteidigt."	"Autofahrer"
"2668"	"ID_102668"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu langsam auf der Straße."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit dem Verkehrsstau beschäftigt."	"Polizisten"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Polizisten"
"2669"	"ID_102669"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit seinem Fahrstil unvorsichtig."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war vorsätzlich schnell gefahren."	"Autofahrer"
"2670"	"ID_102670"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit dem Fahrerflor beschmutzt."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"
"2671"	"ID_102671"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war sehr unhöflich."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war sehr nervös und hat sich verteidigt."	"Autofahrer"
"2672"	"ID_102672"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu langsam auf der Straße."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit dem Verkehrsstau beschäftigt."	"Polizisten"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Polizisten"
"2673"	"ID_102673"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit seinem Fahrstil unvorsichtig."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war vorsätzlich schnell gefahren."	"Autofahrer"
"2674"	"ID_102674"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit dem Fahrerflor beschmutzt."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"
"2675"	"ID_102675"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war sehr unhöflich."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war sehr nervös und hat sich verteidigt."	"Autofahrer"
"2676"	"ID_102676"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu langsam auf der Straße."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit dem Verkehrsstau beschäftigt."	"Polizisten"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Polizisten"
"2677"	"ID_102677"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit seinem Fahrstil unvorsichtig."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war vorsätzlich schnell gefahren."	"Autofahrer"
"2678"	"ID_102678"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit dem Fahrerflor beschmutzt."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"
"2679"	"ID_102679"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell gefahren."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war sehr unhöflich."	"Autofahrer"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war sehr nervös und hat sich verteidigt."	"Autofahrer"
"2680"	"ID_102680"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu schnell unterwegs."	"Polizisten"	"Der war zu langsam auf der Straße."	"Polizisten"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war mit dem Verkehrsstau beschäftigt."	"Polizisten"	NA	NA	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Autofahrer"	"Der war zu schnell gefahren."	"Polizisten"
"2681"	"ID_102681"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Unterwegs"	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war für die hohe Geschwindigkeit verantwortlich, die er auf dem Autobahnabschnitt gezeigt hatte."	"Polizisten"
"2682"	"ID_102682"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell unterwegs."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Der Autofahrer hat dem Polizisten missfallen. Dieser war ein Verkehrssünder."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war vorsätzlich schnell gefahren."	"Polizisten"
"2683"	"ID_102683"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell unterwegs."	"Polizisten"	"Dieser war auf einem Motorrad unterwegs."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"ungeduldig."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"
"2684"	"ID_102684"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu langsam auf der Straße."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Dieser war ein sehr strenger Polizist."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war auf dem Weg zur Arbeit."	"Polizisten"
"2685"	"ID_102685"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Unterwegs"	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war für die hohe Geschwindigkeit verantwortlich, die er auf dem Autobahnabschnitt gezeigt hatte."	"Polizisten"
"2686"	"ID_102686"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell unterwegs."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Der Autofahrer hat dem Polizisten missfallen. Dieser war ein Verkehrssünder."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war vorsätzlich schnell gefahren."	"Polizisten"
"2687"	"ID_102687"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell unterwegs."	"Polizisten"	"Dieser war auf einem Motorrad unterwegs."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"ungeduldig."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"
"2688"	"ID_102688"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu langsam auf der Straße."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Dieser war ein sehr strenger Polizist."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war auf dem Weg zur Arbeit."	"Polizisten"
"2689"	"ID_102689"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Unterwegs"	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war für die hohe Geschwindigkeit verantwortlich, die er auf dem Autobahnabschnitt gezeigt hatte."	"Polizisten"
"2690"	"ID_102690"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell unterwegs."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Der Autofahrer hat dem Polizisten missfallen. Dieser war ein Verkehrssünder."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war vorsätzlich schnell gefahren."	"Polizisten"
"2691"	"ID_102691"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell unterwegs."	"Polizisten"	"Dieser war auf einem Motorrad unterwegs."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"ungeduldig."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"
"2692"	"ID_102692"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu langsam auf der Straße."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Dieser war ein sehr strenger Polizist."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war auf dem Weg zur Arbeit."	"Polizisten"
"2693"	"ID_102693"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Unterwegs"	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war für die hohe Geschwindigkeit verantwortlich, die er auf dem Autobahnabschnitt gezeigt hatte."	"Polizisten"
"2694"	"ID_102694"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell unterwegs."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Der Autofahrer hat dem Polizisten missfallen. Dieser war ein Verkehrssünder."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war vorsätzlich schnell gefahren."	"Polizisten"
"2695"	"ID_102695"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell unterwegs."	"Polizisten"	"Dieser war auf einem Motorrad unterwegs."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"ungeduldig."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"
"2696"	"ID_102696"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu schnell gefahren."	"Polizisten"	"Dieser war zu langsam auf der Straße."	"Polizisten"	"Dieser war mit dem Autofahrer verfeindet."	"Polizisten"	"Dieser war ein sehr strenger Polizist."	"Polizisten"	NA	NA	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war zu langsam gefahren."	"Polizisten"	"Dieser war auf dem Weg zur Arbeit."	"Polizisten"
"2697"	"ID_102697"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Handy und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2698"	"ID_102698"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Mobiltelefon und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2699"	"ID_102699"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war schnell gefahren."	"Autofahrer"	"Er war ungesetzlich geparkt."	"Autofahrer"
"2700"	"ID_102700"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Handy und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2701"	"ID_102701"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Handy und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2702"	"ID_102702"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Mobiltelefon und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2703"	"ID_102703"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war schnell gefahren."	"Autofahrer"	"Er war ungesetzlich geparkt."	"Autofahrer"
"2704"	"ID_102704"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Handy und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2705"	"ID_102705"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Handy und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2706"	"ID_102706"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Mobiltelefon und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2707"	"ID_102707"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war schnell gefahren."	"Autofahrer"	"Er war ungesetzlich geparkt."	"Autofahrer"
"2708"	"ID_102708"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Handy und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2709"	"ID_102709"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Handy und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2710"	"ID_102710"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Mobiltelefon und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2711"	"ID_102711"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war schnell gefahren."	"Autofahrer"	"Er war ungesetzlich geparkt."	"Autofahrer"
"2712"	"ID_102712"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Polizisten"	"Er war zu schnell unterwegs."	"Polizisten"	"Er war zu schnell gefahren."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"	NA	NA	"Er war zu schnell gefahren."	"Autofahrer"	"Er war auf dem Handy und hat nicht bemerkt, dass er die Ampel überfahren hat."	"Autofahrer"	"Er war zu schnell gefahren."	"Autofahrer"
"2713"	"ID_102713"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht mehr ins Haus."	"Gärtner"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Gärtner"	"Der durfte die Blumen schneiden."	"Gärtner"
"2714"	"ID_102714"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht mehr in den Garten eindringen."	"Gärtner"
"2715"	"ID_102715"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht am Gartenfest teilnehmen."	"Butler"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht in den Garten hineingehen."	"Butler"	"Der durfte den Garten nicht ohne Erlaubnis bearbeiten."	"Gärtner"
"2716"	"ID_102716"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in das Haus."	"Gärtner"	"Die Blumen nicht gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte ihn nicht einladen."	"Butler"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Butler"
"2717"	"ID_102717"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht mehr ins Haus."	"Gärtner"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Gärtner"	"Der durfte die Blumen schneiden."	"Gärtner"
"2718"	"ID_102718"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht mehr in den Garten eindringen."	"Gärtner"
"2719"	"ID_102719"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht am Gartenfest teilnehmen."	"Butler"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht in den Garten hineingehen."	"Butler"	"Der durfte den Garten nicht ohne Erlaubnis bearbeiten."	"Gärtner"
"2720"	"ID_102720"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in das Haus."	"Gärtner"	"Die Blumen nicht gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte ihn nicht einladen."	"Butler"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Butler"
"2721"	"ID_102721"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht mehr ins Haus."	"Gärtner"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte den Garten nicht mehr betreten."	"Gärtner"	"Der durfte die Blumen schneiden."	"Gärtner"
"2722"	"ID_102722"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte nicht in den Speisesaal."	"Gärtner"	"Der durfte die Blumen gießen."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	"Der durfte nicht im Garten arbeiten."	"Gärtner"	NA	NA	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht in den Garten hineingehen."	"Gärtner"	"Der durfte nicht mehr in den Garten eindringen."	"Gärtner"
